"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year "|" Citation"|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||4520||NR||NR|ug/kg diet|||||||||||||||||Reproduction|Biomass|NOEL||4520||NR||NR|||ug/kg diet|Not reported||49||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||45.2||NR||NR|ug/kg diet|||||||||||||||||Development|Emergence|NOEL||45.2||NR||NR|||ug/kg diet|Not reported||35||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||452||NR||NR|ug/kg diet|||||||||||||||||Development|Emergence|NOEL||452||NR||NR|||ug/kg diet|Not reported||42||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||4520||NR||NR|ug/kg diet|||||||||||||||||Reproduction|Nest size|NOEL||4520||NR||NR|||ug/kg diet|Not reported||7||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||4520||NR||NR|ug/kg diet|||||||||||||||||Reproduction|Biomass|NOEL||4520||NR||NR|||ug/kg diet|Not reported||21||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||4520||NR||NR|ug/kg diet|||||||||||||||||Reproduction|Nest size|NOEL||4520||NR||NR|||ug/kg diet|Not reported||35||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||452||NR||NR|ug/kg diet|||||||||||||||||Feeding behavior|Food consumption|NOEL||452||NR||NR|||ug/kg diet|Not reported||42||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||452||NR||NR|ug/kg diet|||||||||||||||||Development|Emergence|NOEL||452||NR||NR|||ug/kg diet|Not reported||NR||35||49|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||452||NR||NR|ug/kg diet|||||||||||||||||Reproduction|Fecundity|NOEL||452||NR||NR|||ug/kg diet|Not reported||35||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||452||NR||NR|ug/kg diet|||||||||||||||||Feeding behavior|Food consumption|NOEL||452||NR||NR|||ug/kg diet|Not reported||28||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||4520||NR||NR|ug/kg diet|||||||||||||||||Reproduction|Biomass|NOEL||4520||NR||NR|||ug/kg diet|Not reported||35||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||452||NR||NR|ug/kg diet|||||||||||||||||Reproduction|Fecundity|NOEL||452||NR||NR|||ug/kg diet|Not reported||28||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||452||NR||NR|ug/kg diet|||||||||||||||||Development|Emergence|NOEL||452||NR||NR|||ug/kg diet|Not reported||49||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||4520||NR||NR|ug/kg diet|||||||||||||||||Reproduction|Nest size|NOEL||4520||NR||NR|||ug/kg diet|Not reported||14||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||NR||0.452||4520|ug/kg diet|||||||||||||||||Feeding behavior|Food consumption|NR||NR||0.452||4520|||ug/kg diet|Not reported||14||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||NR||0.452||4520|ug/kg diet|||||||||||||||||Reproduction|Fecundity|NR||NR||0.452||4520|||ug/kg diet|Not reported||21||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||NR||0.452||4520|ug/kg diet|||||||||||||||||Reproduction|Sealed brood|NR||NR||0.452||4520|||ug/kg diet|Not reported||7||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Chemical analysis reported||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Not reported|<|24||NR||NR|Hour(s)|Diet, unspecified|No substrate|Lab|6|Active ingredient||NR||1.13||11300|ug/L diet|||||||||||||||||Feeding behavior|Food consumption|NR||NR||1.13||11300|||ug/L diet|Not reported||35||NR||NR|Day(s)|Camp,A.A., W.C. Williams, B.D. Eitzer, R.W. Koethe, and D.M. Lehmann|187151|Effects of the Neonicotinoid Acetamiprid in Syrup on Bombus impatiens (Hymenoptera: Apidae) Microcolony Development|PLoS One15:16 p.|2020|Camp,A.A., W.C. Williams, B.D. Eitzer, R.W. Koethe, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Syrup on Bombus impatiens (Hymenoptera: Apidae) Microcolony Development. PLoS One, 15, 16 p. doi:10.1371/journal.pone.0241111. ECOREF#:187151|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Chemical analysis reported||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Not reported|<|24||NR||NR|Hour(s)|Diet, unspecified|No substrate|Lab|6|Active ingredient||NR||1.13||11300|ug/L diet|||||||||||||||||Feeding behavior|Food consumption|NR||NR||1.13||11300|||ug/L diet|Not reported||35||NR||NR|Day(s)|Camp,A.A., W.C. Williams, B.D. Eitzer, R.W. Koethe, and D.M. Lehmann|187151|Effects of the Neonicotinoid Acetamiprid in Syrup on Bombus impatiens (Hymenoptera: Apidae) Microcolony Development|PLoS One15:16 p.|2020|Camp,A.A., W.C. Williams, B.D. Eitzer, R.W. Koethe, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Syrup on Bombus impatiens (Hymenoptera: Apidae) Microcolony Development. PLoS One, 15, 16 p. doi:10.1371/journal.pone.0241111. ECOREF#:187151|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Pestanal grade|Unmeasured||NR||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Food|No substrate|Lab|9|Active ingredient||NR||0.000000039||50|ug/ul diet|||||||||||||||||Physiology|Physiology, general|NR||NR||0.000000039||50|||ug/ul diet|Not reported||14||NR||NR|Day(s)|Baines,D., E. Wilton, A. Pawluk, M. De Gorter, and N. Chomistek|183552|Neonicotinoids Act Like Endocrine Disrupting Chemicals in Newly-Emerged Bees and Winter Bees|Sci. Rep.7:18|2017|Baines,D., E. Wilton, A. Pawluk, M. De Gorter, and N. Chomistek (2017). Neonicotinoids Act Like Endocrine Disrupting Chemicals in Newly-Emerged Bees and Winter Bees. Sci. Rep., 7, 18. doi:10.1038/s41598-017-00050-w. ECOREF#:183552|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Chemical analysis reported||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Not reported|<|24||NR||NR|Hour(s)|Diet, unspecified|No substrate|Lab|6|Active ingredient||NR||1.13||11300|ug/L diet|||||||||||||||||Feeding behavior|Food consumption|NR||NR||1.13||11300|||ug/L diet|Not reported||14||NR||NR|Day(s)|Camp,A.A., W.C. Williams, B.D. Eitzer, R.W. Koethe, and D.M. Lehmann|187151|Effects of the Neonicotinoid Acetamiprid in Syrup on Bombus impatiens (Hymenoptera: Apidae) Microcolony Development|PLoS One15:16 p.|2020|Camp,A.A., W.C. Williams, B.D. Eitzer, R.W. Koethe, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Syrup on Bombus impatiens (Hymenoptera: Apidae) Microcolony Development. PLoS One, 15, 16 p. doi:10.1371/journal.pone.0241111. ECOREF#:187151|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||30||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Field natural|2|Active ingredient||117.5/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Mortality|NR||117.5/||NR/||NR/|||AI g/ha|Not reported||83||NR||NR|Day(s)|Chandler,A.J., F.A. Drummond, J.A. Collins, J. Lund, and G. Alnajjar|187152|Exposure of the Common Eastern Bumble Bee, Bombus impatiens (Cresson), to Sub-Lethal Doses of Acetamiprid and Propiconazole in Wild Blueberry|J. Agric. Urban Entomol.36(1): 23 p.|2020|Chandler,A.J., F.A. Drummond, J.A. Collins, J. Lund, and G. Alnajjar (2020). Exposure of the Common Eastern Bumble Bee, Bombus impatiens (Cresson), to Sub-Lethal Doses of Acetamiprid and Propiconazole in Wild Blueberry. J. Agric. Urban Entomol., 36, (1), 23 p. doi:10.3954/1523-5475-36.1.1. ECOREF#:187152|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||30||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|Filter paper|Lab|4|Formulation||NR||0.199||1.99|g/L|||||||||||||||||Mortality|Mortality|NR||NR||0.199||1.99|||g/L|Not reported||7||NR||NR|Day(s)|Chandler,A.J., F.A. Drummond, J.A. Collins, J. Lund, and G. Alnajjar|187152|Exposure of the Common Eastern Bumble Bee, Bombus impatiens (Cresson), to Sub-Lethal Doses of Acetamiprid and Propiconazole in Wild Blueberry|J. Agric. Urban Entomol.36(1): 23 p.|2020|Chandler,A.J., F.A. Drummond, J.A. Collins, J. Lund, and G. Alnajjar (2020). Exposure of the Common Eastern Bumble Bee, Bombus impatiens (Cresson), to Sub-Lethal Doses of Acetamiprid and Propiconazole in Wild Blueberry. J. Agric. Urban Entomol., 36, (1), 23 p. doi:10.3954/1523-5475-36.1.1. ECOREF#:187152|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Pestanal grade|Unmeasured||NR||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Food|No substrate|Lab|5|Active ingredient||NR||0.000000039||0.0003125|ug/ul diet|||||||||||||||||Physiology|Physiology, general|NR||NR||0.000000039||0.0003125|||ug/ul diet|Not reported||7||NR||NR|Day(s)|Baines,D., E. Wilton, A. Pawluk, M. De Gorter, and N. Chomistek|183552|Neonicotinoids Act Like Endocrine Disrupting Chemicals in Newly-Emerged Bees and Winter Bees|Sci. Rep.7:18|2017|Baines,D., E. Wilton, A. Pawluk, M. De Gorter, and N. Chomistek (2017). Neonicotinoids Act Like Endocrine Disrupting Chemicals in Newly-Emerged Bees and Winter Bees. Sci. Rep., 7, 18. doi:10.1038/s41598-017-00050-w. ECOREF#:183552|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||NR||0.452||4520|ug/kg diet|||||||||||||||||Reproduction|Biomass|NR||NR||0.452||4520|||ug/kg diet|Not reported||14||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
135410207|(1E)-N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide|Not reported|Unmeasured||99.9||NR||NR|Bombus impatiens|Bumble Bee|Insects/Spiders|Adult|<|24||NR||NR|Hour(s)|Food|No substrate|Lab|6|Active ingredient||NR||0.452||4520|ug/kg diet|||||||||||||||||Reproduction|Sealed brood|NR||NR||0.452||4520|||ug/kg diet|Not reported||14||NR||NR|Day(s)|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann|186736|Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development|Environ. Toxicol. Chem.39(12): 2560-2569|2020|Camp,A.A., M.A. Batres, W.C. Williams, R.W. Koethe, K.A. Stoner, and D.M. Lehmann (2020). Effects of the Neonicotinoid Acetamiprid in Pollen on Bombus impatiens Microcolony Development. Environ. Toxicol. Chem., 39, (12), 2560-2569. doi:10.1002/etc.4886. ECOREF#:186736|
