"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/27/2025","AirNow","370670030","1","0.049","ppm","45","Clemmons Middle","24","100.0000","44201","Ozone","","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/28/2025","AirNow","370670030","1","0.049","ppm","45","Clemmons Middle","24","100.0000","44201","Ozone","","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/01/2025","AQS","370670030","1","0.052","ppm","48","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/02/2025","AQS","370670030","1","0.044","ppm","41","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/03/2025","AQS","370670030","1","0.048","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/04/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/05/2025","AQS","370670030","1","0.048","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/06/2025","AQS","370670030","1","0.039","ppm","36","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/07/2025","AQS","370670030","1","0.038","ppm","35","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/08/2025","AQS","370670030","1","0.046","ppm","43","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/09/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/10/2025","AQS","370670030","1","0.046","ppm","43","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/11/2025","AQS","370670030","1","0.059","ppm","64","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/12/2025","AQS","370670030","1","0.066","ppm","87","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/13/2025","AQS","370670030","1","0.065","ppm","84","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/14/2025","AQS","370670030","1","0.054","ppm","50","Clemmons Middle","14","82.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/15/2025","AQS","370670030","1","0.039","ppm","36","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/16/2025","AQS","370670030","1","0.044","ppm","41","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/17/2025","AQS","370670030","1","0.035","ppm","32","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/18/2025","AQS","370670030","1","0.05","ppm","46","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/19/2025","AQS","370670030","1","0.06","ppm","67","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/20/2025","AQS","370670030","1","0.044","ppm","41","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/21/2025","AQS","370670030","1","0.049","ppm","45","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/22/2025","AQS","370670030","1","0.054","ppm","50","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/23/2025","AQS","370670030","1","0.054","ppm","50","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/24/2025","AQS","370670030","1","0.045","ppm","42","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/25/2025","AQS","370670030","1","0.054","ppm","50","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/26/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/27/2025","AQS","370670030","1","0.056","ppm","54","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/28/2025","AQS","370670030","1","0.063","ppm","77","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/29/2025","AQS","370670030","1","0.05","ppm","46","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/30/2025","AQS","370670030","1","0.046","ppm","43","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/31/2025","AQS","370670030","1","0.034","ppm","31","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/01/2025","AQS","370670030","1","0.04","ppm","37","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/02/2025","AQS","370670030","1","0.035","ppm","32","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/03/2025","AQS","370670030","1","0.033","ppm","31","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/04/2025","AQS","370670030","1","0.041","ppm","38","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/05/2025","AQS","370670030","1","0.041","ppm","38","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/06/2025","AQS","370670030","1","0.05","ppm","46","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/07/2025","AQS","370670030","1","0.031","ppm","29","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/08/2025","AQS","370670030","1","0.054","ppm","50","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/09/2025","AQS","370670030","1","0.052","ppm","48","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/10/2025","AQS","370670030","1","0.041","ppm","38","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/11/2025","AQS","370670030","1","0.039","ppm","36","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/12/2025","AQS","370670030","1","0.043","ppm","40","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/13/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/14/2025","AQS","370670030","1","0.063","ppm","77","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/15/2025","AQS","370670030","1","0.049","ppm","45","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/16/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/17/2025","AQS","370670030","1","0.058","ppm","61","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/18/2025","AQS","370670030","1","0.067","ppm","90","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/19/2025","AQS","370670030","1","0.048","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/20/2025","AQS","370670030","1","0.049","ppm","45","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/21/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/22/2025","AQS","370670030","1","0.042","ppm","39","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/23/2025","AQS","370670030","1","0.061","ppm","71","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/24/2025","AQS","370670030","1","0.042","ppm","39","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/25/2025","AQS","370670030","1","0.042","ppm","39","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/26/2025","AQS","370670030","1","0.04","ppm","37","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/27/2025","AQS","370670030","1","0.053","ppm","49","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/28/2025","AQS","370670030","1","0.054","ppm","50","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/29/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/30/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/01/2025","AQS","370670030","1","0.049","ppm","45","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/02/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/03/2025","AQS","370670030","1","0.037","ppm","34","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/04/2025","AQS","370670030","1","0.046","ppm","43","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/05/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/06/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/07/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/08/2025","AQS","370670030","1","0.048","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/09/2025","AQS","370670030","1","0.049","ppm","45","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/10/2025","AQS","370670030","1","0.052","ppm","48","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/11/2025","AQS","370670030","1","0.04","ppm","37","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/12/2025","AQS","370670030","1","0.026","ppm","24","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/13/2025","AQS","370670030","1","0.042","ppm","39","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/14/2025","AQS","370670030","1","0.042","ppm","39","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/15/2025","AQS","370670030","1","0.052","ppm","48","Clemmons Middle","14","82.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/16/2025","AQS","370670030","1","0.035","ppm","32","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/17/2025","AQS","370670030","1","0.048","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/18/2025","AQS","370670030","1","0.048","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/19/2025","AQS","370670030","1","0.05","ppm","46","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/20/2025","AQS","370670030","1","0.053","ppm","49","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/21/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/22/2025","AQS","370670030","1","0.052","ppm","48","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/23/2025","AQS","370670030","1","0.043","ppm","40","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/24/2025","AQS","370670030","1","0.046","ppm","43","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/25/2025","AQS","370670030","1","0.045","ppm","42","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/26/2025","AQS","370670030","1","0.028","ppm","26","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/27/2025","AQS","370670030","1","0.031","ppm","29","Clemmons Middle","15","88.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/28/2025","AQS","370670030","1","0.026","ppm","24","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/29/2025","AQS","370670030","1","0.034","ppm","31","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/30/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"05/31/2025","AQS","370670030","1","0.048","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/01/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/02/2025","AQS","370670030","1","0.06","ppm","67","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/03/2025","AQS","370670030","1","0.055","ppm","51","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/04/2025","AQS","370670030","1","0.055","ppm","51","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/05/2025","AQS","370670030","1","0.032","ppm","30","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/06/2025","AQS","370670030","1","0.043","ppm","40","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/07/2025","AQS","370670030","1","0.04","ppm","37","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/08/2025","AQS","370670030","1","0.037","ppm","34","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/09/2025","AQS","370670030","1","0.05","ppm","46","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/10/2025","AQS","370670030","1","0.04","ppm","37","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/11/2025","AQS","370670030","1","0.058","ppm","61","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/12/2025","AQS","370670030","1","0.055","ppm","51","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/13/2025","AQS","370670030","1","0.037","ppm","34","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/14/2025","AQS","370670030","1","0.033","ppm","31","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/15/2025","AQS","370670030","1","0.033","ppm","31","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/16/2025","AQS","370670030","1","0.035","ppm","32","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/17/2025","AQS","370670030","1","0.04","ppm","37","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/18/2025","AQS","370670030","1","0.042","ppm","39","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/19/2025","AQS","370670030","1","0.037","ppm","34","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/20/2025","AQS","370670030","1","0.061","ppm","71","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/21/2025","AQS","370670030","1","0.056","ppm","54","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/22/2025","AQS","370670030","1","0.046","ppm","43","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/23/2025","AQS","370670030","1","0.046","ppm","43","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/24/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/25/2025","AQS","370670030","1","0.045","ppm","42","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/26/2025","AQS","370670030","1","0.053","ppm","49","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/27/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/28/2025","AQS","370670030","1","0.047","ppm","44","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/29/2025","AQS","370670030","1","0.045","ppm","42","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"06/30/2025","AQS","370670030","1","0.044","ppm","41","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/01/2025","AQS","370670030","1","0.052","ppm","48","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/02/2025","AQS","370670030","1","0.037","ppm","34","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/03/2025","AQS","370670030","1","0.056","ppm","54","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/04/2025","AQS","370670030","1","0.054","ppm","50","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/05/2025","AQS","370670030","1","0.051","ppm","47","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/06/2025","AQS","370670030","1","0.021","ppm","19","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/07/2025","AQS","370670030","1","0.044","ppm","41","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/08/2025","AQS","370670030","1","0.054","ppm","50","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/09/2025","AQS","370670030","1","0.053","ppm","49","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/10/2025","AQS","370670030","1","0.038","ppm","35","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/11/2025","AQS","370670030","1","0.043","ppm","40","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/12/2025","AQS","370670030","1","0.045","ppm","42","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/13/2025","AQS","370670030","1","0.036","ppm","33","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/14/2025","AQS","370670030","1","0.039","ppm","36","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/15/2025","AQS","370670030","1","0.045","ppm","42","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/16/2025","AQS","370670030","1","0.042","ppm","39","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/17/2025","AQS","370670030","1","0.038","ppm","35","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/18/2025","AQS","370670030","1","0.037","ppm","34","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/19/2025","AQS","370670030","1","0.033","ppm","31","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"07/20/2025","AQS","370670030","1","0.033","ppm","31","Clemmons Middle","17","100.0000","44201","Ozone","087","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
