"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/04/2024","AQS","370350004","3","0.8","ug/m3 LC","4","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/05/2024","AQS","370350004","3","0.5","ug/m3 LC","3","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/06/2024","AQS","370350004","3","1.5","ug/m3 LC","8","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/07/2024","AQS","370350004","3","4.7","ug/m3 LC","26","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/08/2024","AQS","370350004","3","8.4","ug/m3 LC","47","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/09/2024","AQS","370350004","3","9.1","ug/m3 LC","51","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/10/2024","AQS","370350004","3","10","ug/m3 LC","53","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/11/2024","AQS","370350004","3","4.2","ug/m3 LC","23","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/12/2024","AQS","370350004","3","1.5","ug/m3 LC","8","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/13/2024","AQS","370350004","3","2.7","ug/m3 LC","15","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/14/2024","AQS","370350004","3","7.6","ug/m3 LC","42","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/15/2024","AQS","370350004","3","10.3","ug/m3 LC","53","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/16/2024","AQS","370350004","3","11.9","ug/m3 LC","56","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/17/2024","AQS","370350004","3","14.2","ug/m3 LC","61","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/18/2024","AQS","370350004","3","7.4","ug/m3 LC","41","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/19/2024","AQS","370350004","3","11.4","ug/m3 LC","55","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/20/2024","AQS","370350004","3","7.5","ug/m3 LC","42","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/21/2024","AQS","370350004","3","4.4","ug/m3 LC","24","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/22/2024","AQS","370350004","3","4.6","ug/m3 LC","26","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/23/2024","AQS","370350004","3","6","ug/m3 LC","33","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/24/2024","AQS","370350004","3","7.6","ug/m3 LC","42","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/25/2024","AQS","370350004","3","8.1","ug/m3 LC","45","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/26/2024","AQS","370350004","3","10.9","ug/m3 LC","54","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/27/2024","AQS","370350004","3","9.8","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/28/2024","AQS","370350004","3","6.8","ug/m3 LC","38","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/29/2024","AQS","370350004","3","6.8","ug/m3 LC","38","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"04/30/2024","AQS","370350004","3","6.9","ug/m3 LC","38","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/01/2024","AQS","370350004","3","5.5","ug/m3 LC","31","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/02/2024","AQS","370350004","3","7.1","ug/m3 LC","39","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/03/2024","AQS","370350004","3","12","ug/m3 LC","56","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/04/2024","AQS","370350004","3","10","ug/m3 LC","53","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/05/2024","AQS","370350004","3","3.1","ug/m3 LC","17","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/06/2024","AQS","370350004","3","6.8","ug/m3 LC","38","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/07/2024","AQS","370350004","3","6.9","ug/m3 LC","38","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/08/2024","AQS","370350004","3","8.2","ug/m3 LC","46","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/09/2024","AQS","370350004","3","2","ug/m3 LC","11","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/10/2024","AQS","370350004","3","3.8","ug/m3 LC","21","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/11/2024","AQS","370350004","3","3.7","ug/m3 LC","21","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/12/2024","AQS","370350004","3","6.4","ug/m3 LC","36","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/13/2024","AQS","370350004","3","9","ug/m3 LC","50","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/14/2024","AQS","370350004","3","5.8","ug/m3 LC","32","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/15/2024","AQS","370350004","3","2.4","ug/m3 LC","13","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/29/2024","AQS","370350004","3","4.3","ug/m3 LC","24","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/30/2024","AQS","370350004","3","4.1","ug/m3 LC","23","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"05/31/2024","AQS","370350004","3","5.4","ug/m3 LC","30","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/01/2024","AQS","370350004","3","8.8","ug/m3 LC","49","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/02/2024","AQS","370350004","3","8.5","ug/m3 LC","47","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/03/2024","AQS","370350004","3","8","ug/m3 LC","44","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/04/2024","AQS","370350004","3","6","ug/m3 LC","33","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/05/2024","AQS","370350004","3","6.1","ug/m3 LC","34","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/06/2024","AQS","370350004","3","7.3","ug/m3 LC","41","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/07/2024","AQS","370350004","3","4.2","ug/m3 LC","23","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/08/2024","AQS","370350004","3","5.7","ug/m3 LC","32","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/09/2024","AQS","370350004","3","7.2","ug/m3 LC","40","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/10/2024","AQS","370350004","3","3.6","ug/m3 LC","20","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/11/2024","AQS","370350004","3","6.5","ug/m3 LC","36","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/12/2024","AQS","370350004","3","9.5","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/13/2024","AQS","370350004","3","12.5","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/14/2024","AQS","370350004","3","12.2","ug/m3 LC","57","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/15/2024","AQS","370350004","3","11.7","ug/m3 LC","56","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/16/2024","AQS","370350004","3","15","ug/m3 LC","62","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/17/2024","AQS","370350004","3","15.4","ug/m3 LC","63","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/18/2024","AQS","370350004","3","11.8","ug/m3 LC","56","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/19/2024","AQS","370350004","3","7.2","ug/m3 LC","40","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/20/2024","AQS","370350004","3","8.7","ug/m3 LC","48","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/21/2024","AQS","370350004","3","10.6","ug/m3 LC","54","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/22/2024","AQS","370350004","3","8","ug/m3 LC","44","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/23/2024","AQS","370350004","3","8","ug/m3 LC","44","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/24/2024","AQS","370350004","3","6.4","ug/m3 LC","36","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/25/2024","AQS","370350004","3","6.6","ug/m3 LC","37","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/26/2024","AQS","370350004","3","10.7","ug/m3 LC","54","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/27/2024","AQS","370350004","3","9.7","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/28/2024","AQS","370350004","3","13.7","ug/m3 LC","60","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/29/2024","AQS","370350004","3","8.5","ug/m3 LC","47","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"06/30/2024","AQS","370350004","3","8.3","ug/m3 LC","46","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/01/2024","AQS","370350004","3","5.4","ug/m3 LC","30","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/02/2024","AQS","370350004","3","6.3","ug/m3 LC","35","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/03/2024","AQS","370350004","3","11","ug/m3 LC","55","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/04/2024","AQS","370350004","3","13.6","ug/m3 LC","59","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/05/2024","AQS","370350004","3","9.7","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/06/2024","AQS","370350004","3","5","ug/m3 LC","28","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/07/2024","AQS","370350004","3","8.3","ug/m3 LC","46","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/08/2024","AQS","370350004","3","6.8","ug/m3 LC","38","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/09/2024","AQS","370350004","3","9.4","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/10/2024","AQS","370350004","3","5.4","ug/m3 LC","30","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/11/2024","AQS","370350004","3","3.7","ug/m3 LC","21","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/12/2024","AQS","370350004","3","7","ug/m3 LC","39","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/13/2024","AQS","370350004","3","7.2","ug/m3 LC","40","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/14/2024","AQS","370350004","3","9.8","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
"07/15/2024","AQS","370350004","3","9.9","ug/m3 LC","52","Hickory Water Tower","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","035","Catawba","35.728889","-81.365556"
